item_id,title,description,url,brand,seller_name,image_url,availability,price,is_eligible_search,condition,accepts_returns,return_deadline_in_days,return_policy,target_countries,store_country,product_category,is_ads_eligible
EM000001459,Brazilian Emerald 5.02 Carat,This Emerald (EM000001459) is cut in an Oval Mixed Cut shape and weighs 5.02 ct (5.58 ratti). Its treatment is disclosed as Minor Oil. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/brazilian-emerald-5-02-carat-em000001459?variant=62287090778482&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_105215_FRONT.png?v=1788495133,in_stock,4050.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001458,Brazilian Emerald 4.94 Carat,This Emerald (EM000001458) is cut in an Oval Mixed Cut shape and weighs 4.94 ct (5.49 ratti). Its treatment is disclosed as Minor Oil. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/brazilian-emerald-4-94-carat-em000001458?variant=62287090155890&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_105214_FRONT.png?v=1788495074,in_stock,3950.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001457,Brazilian Emerald 6.06 Carat,This Emerald (EM000001457) is cut in an Oval Mixed Cut shape and weighs 6.06 ct (6.74 ratti). Its treatment is disclosed as Minor Oil. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/brazilian-emerald-6-06-carat-em000001457?variant=62287086748018&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_105213_FRONT.png?v=1788495015,in_stock,4850.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001455,Brazilian Panna 2.69 Carat,This Emerald (EM000001455) is cut in an Oval Mixed Cut shape and weighs 2.69 ct (2.99 ratti). Its treatment is disclosed as Minor Oil. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/brazilian-panna-2-69-carat-em000001455?variant=62287086682482&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_105211_FRONT.png?v=1788660164,in_stock,2150.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001422,Zambian Panna 3.37 Carat,This Emerald (EM000001422) is cut in an Oval Mixed Cut shape and weighs 3.37 ct (3.75 ratti). Its treatment is disclosed as Minor Oil. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/zambian-panna-3-37-carat-em000001422?variant=62286975664498&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_105242_FRONT.png?v=1788493693,in_stock,506750.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001419,Brazilian Panna 5.80 Carat,This Emerald (EM000001419) is cut in an Octagon shape and weighs 5.80 ct (6.45 ratti). Its treatment is disclosed as Minor Oil. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/brazilian-panna-5-80-carat-em000001419?variant=62286972813682&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_105233_FRONT.png?v=1788493576,in_stock,4650.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
EM000001418,Brazilian Panna 8.04 Carat,This Emerald (EM000001418) is cut in an Octagon shape and weighs 8.04 ct (8.94 ratti). Its treatment is disclosed as Minor Oil. It can be useful for Mercury (Budh) remedy for astrological purposes and can also be used for jewellery.,https://www.preciouscarats.com/products/brazilian-panna-8-04-carat-em000001418?variant=62286971994482&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_105231_FRONT.png?v=1788493523,in_stock,6450.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004347,African Cinnamon Stone 8.93 Carats,African Cinnamon Stone 8.93 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-8-93-carats-hs000004347?variant=62280110408050&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104394_FRONT.png?v=1788410038,in_stock,8050.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004346,African Cinnamon Stone 5.94 Carats,African Cinnamon Stone 5.94 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-5-94-carats-hs000004346?variant=62280098054514&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104380_FRONT.png?v=1788409924,in_stock,5350.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004345,African Cinnamon Stone 13.01 Carats,African Cinnamon Stone 13.01 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-13-01-carats-hs000004345?variant=62280090124658&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104363_FRONT.png?v=1788409799,in_stock,11750.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004344,African Cinnamon Stone 10.45 Carats,African Cinnamon Stone 10.45 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-10-45-carats-hs000004344?variant=62280085209458&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104359_FRONT.png?v=1788409676,in_stock,9450.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004343,African Cinnamon Stone 14.4 Carats,African Cinnamon Stone 14.4 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-14-4-carats-hs000004343?variant=62280045461874&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104370_FRONT.png?v=1788409519,in_stock,13000.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004342,African Cinnamon Stone 11.07 Carats,African Cinnamon Stone 11.07 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-11-07-carats-hs000004342?variant=62280032125298&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104382_FRONT.png?v=1788409358,in_stock,10000.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004341,African Cinnamon Stone 6.2 Carats,African Cinnamon Stone 6.2 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-6-2-carats-hs000004341?variant=62280024392050&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104436_FRONT.png?v=1788409251,in_stock,5600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004340,African Cinnamon Stone 5.99 Carats,African Cinnamon Stone 5.99 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-5-99-carats-hs000004340?variant=62280008008050&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104367_FRONT.png?v=1788409148,in_stock,5400.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004339,African Cinnamon Stone 12.43 Carats,African Cinnamon Stone 12.43 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-12-43-carats-hs000004339?variant=62280000274802&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104390_FRONT.png?v=1788409036,in_stock,11200.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004338,African Cinnamon Stone 9.51 Carats,African Cinnamon Stone 9.51 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-9-51-carats-hs000004338?variant=62279991460210&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104391_FRONT.png?v=1788408897,in_stock,8600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004337,African Cinnamon Stone 7.42 Carats,African Cinnamon Stone 7.42 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-7-42-carats-hs000004337?variant=62279950696818&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104379_FRONT.png?v=1788408707,in_stock,6700.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004336,African Cinnamon Stone 10.61 Carats,African Cinnamon Stone 10.61 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-10-61-carats-hs000004336?variant=62279926219122&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104404_FRONT.png?v=1788408598,in_stock,9550.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004335,African Cinnamon Stone 10.31 Carats,African Cinnamon Stone 10.31 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-10-31-carats-hs000004335?variant=62279914422642&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104353_FRONT.png?v=1788408499,in_stock,9300.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004334,African Cinnamon Stone 8.52 Carats,African Cinnamon Stone 8.52 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-8-52-carats-hs000004334?variant=62279901086066&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104424_FRONT.png?v=1788408399,in_stock,7700.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004333,African Cinnamon Stone 8.42 Carats,African Cinnamon Stone 8.42 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-8-42-carats-hs000004333?variant=62279894368626&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104402_FRONT.png?v=1788408287,in_stock,7600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004332,African Cinnamon Stone 5.17 Carats,African Cinnamon Stone 5.17 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-5-17-carats-hs000004332?variant=62279881261426&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104378_FRONT.png?v=1788408124,in_stock,4650.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004331,African Cinnamon Stone 9.64 Carats,African Cinnamon Stone 9.64 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-9-64-carats-hs000004331?variant=62279875133810&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104425_FRONT.png?v=1788408031,in_stock,8700.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004330,African Cinnamon Stone 8.22 Carats,African Cinnamon Stone 8.22 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-8-22-carats-hs000004330?variant=62279797047666&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104366_FRONT.png?v=1788407937,in_stock,7400.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004329,African Cinnamon Stone 11.83 Carats,African Cinnamon Stone 11.83 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-11-83-carats-hs000004329?variant=62279760249202&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104418_FRONT.png?v=1788407835,in_stock,10650.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004328,African Cinnamon Stone 14.59 Carats,African Cinnamon Stone 14.59 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-14-59-carats-hs000004328?variant=62279729676658&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104371_FRONT.png?v=1788407716,in_stock,13150.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004327,African Cinnamon Stone 14.18 Carats,African Cinnamon Stone 14.18 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-14-18-carats-hs000004327?variant=62279725908338&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104365_FRONT.png?v=1788407609,in_stock,12800.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004326,African Cinnamon Stone 5.98 Carats,African Cinnamon Stone 5.98 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-5-98-carats-hs000004326?variant=62279723843954&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104369_FRONT.png?v=1788407525,in_stock,5400.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004325,African Cinnamon Stone 7.34 Carats,African Cinnamon Stone 7.34 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-7-34-carats-hs000004325?variant=62279703069042&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104342_FRONT.png?v=1788407444,in_stock,6600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004324,African Cinnamon Stone 10.74 Carats,African Cinnamon Stone 10.74 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-10-74-carats-hs000004324?variant=62279673971058&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104343_FRONT.png?v=1788407353,in_stock,9700.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004323,African Cinnamon Stone 9.54 Carats,African Cinnamon Stone 9.54 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-9-54-carats-hs000004323?variant=62279646052722&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104360_FRONT.png?v=1788407255,in_stock,8600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004322,African Cinnamon Stone 9.88 Carats,African Cinnamon Stone 9.88 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-9-88-carats-hs000004322?variant=62279592247666&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104345_FRONT.png?v=1788407077,in_stock,8900.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004321,African Cinnamon Stone 8.6 Carats,African Cinnamon Stone 8.6 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-8-6-carats-hs000004321?variant=62279591559538&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104384_FRONT.png?v=1788406872,in_stock,7750.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004320,African Cinnamon Stone 14.76 Carats,African Cinnamon Stone 14.76 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-14-76-carats-hs000004320?variant=62279591362930&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104416_FRONT.png?v=1788406797,in_stock,13300.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004319,African Cinnamon Stone 10.46 Carats,African Cinnamon Stone 10.46 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-10-46-carats-hs000004319?variant=62279590904178&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104377_FRONT.png?v=1788406718,in_stock,9450.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004318,African Cinnamon Stone 14.73 Carats,African Cinnamon Stone 14.73 Carats,https://www.preciouscarats.com/products/african-cinnamon-stone-14-73-carats-hs000004318?variant=62279590281586&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104386_FRONT.png?v=1788406622,in_stock,13300.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004313,African Gomed Stone 13.64 Carats,African Gomed Stone 13.64 Carats,https://www.preciouscarats.com/products/african-gomed-stone-13-64-carats-hs000004313?variant=62279589527922&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104387_FRONT.png?v=1788406379,in_stock,12300.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004312,African Gomed Stone 8.01 Carats,African Gomed Stone 8.01 Carats,https://www.preciouscarats.com/products/african-gomed-stone-8-01-carats-hs000004312?variant=62279589396850&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104357_FRONT.png?v=1788406307,in_stock,7250.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004311,African Gomed Stone 9.23 Carats,African Gomed Stone 9.23 Carats,https://www.preciouscarats.com/products/african-gomed-stone-9-23-carats-hs000004311?variant=62279588938098&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104392_FRONT.png?v=1788406226,in_stock,8350.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004310,African Gomed Stone 9.53 Carats,African Gomed Stone 9.53 Carats,https://www.preciouscarats.com/products/african-gomed-stone-9-53-carats-hs000004310?variant=62279586840946&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104389_FRONT.png?v=1788406149,in_stock,8600.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004309,African Gomed Stone 7.84 Carats,African Gomed Stone 7.84 Carats,https://www.preciouscarats.com/products/african-gomed-stone-7-84-carats-hs000004309?variant=62279586546034&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104427_FRONT.png?v=1788406089,in_stock,7050.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004308,African Gomed Stone 8.95 Carats,African Gomed Stone 8.95 Carats,https://www.preciouscarats.com/products/african-gomed-stone-8-95-carats-hs000004308?variant=62279586480498&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104373_FRONT.png?v=1788406037,in_stock,8100.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004307,African Gomed Stone 10.6 Carats,African Gomed Stone 10.6 Carats,https://www.preciouscarats.com/products/african-gomed-stone-10-6-carats-hs000004307?variant=62279586283890&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104403_FRONT.png?v=1788405977,in_stock,9550.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004306,African Gomed Stone 7.89 Carats,African Gomed Stone 7.89 Carats,https://www.preciouscarats.com/products/african-gomed-stone-7-89-carats-hs000004306?variant=62279585038706&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104362_FRONT.png?v=1788405917,in_stock,7100.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004305,African Gomed Stone 11.55 Carats,African Gomed Stone 11.55 Carats,https://www.preciouscarats.com/products/african-gomed-stone-11-55-carats-hs000004305?variant=62279584973170&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104385_FRONT.png?v=1788405843,in_stock,10400.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004304,African Gomed Stone 6.34 Carats,African Gomed Stone 6.34 Carats,https://www.preciouscarats.com/products/african-gomed-stone-6-34-carats-hs000004304?variant=62279584547186&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104405_FRONT.png?v=1788405768,in_stock,5700.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004303,African Gomed Stone 10.85 Carats,African Gomed Stone 10.85 Carats,https://www.preciouscarats.com/products/african-gomed-stone-10-85-carats-hs000004303?variant=62279584219506&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104355_FRONT.png?v=1788405706,in_stock,9800.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004302,African Gomed Stone 8.55 Carats,African Gomed Stone 8.55 Carats,https://www.preciouscarats.com/products/african-gomed-stone-8-55-carats-hs000004302?variant=62278762037618&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104408_FRONT.png?v=1788405628,in_stock,7700.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004301,African Gomed Stone 11.49 Carats,African Gomed Stone 11.49 Carats,https://www.preciouscarats.com/products/african-gomed-stone-11-49-carats-hs000004301?variant=62278761349490&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104361_FRONT.png?v=1788392165,in_stock,10350.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004294,Srilankan Gomed Stone 3.66 Carat,Srilankan Gomed Stone 3.66 Carat,https://www.preciouscarats.com/products/srilankan-gomed-stone-3-66-carat-hs000004294?variant=62278760300914&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104322_FRONT.png?v=1788392087,in_stock,3650.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004293,Srilankan Gomed Stone 3.13 Carat,Srilankan Gomed Stone 3.13 Carat,https://www.preciouscarats.com/products/srilankan-gomed-stone-3-13-carat-hs000004293?variant=62278758105458&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104277_FRONT.png?v=1788391921,in_stock,3150.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
HS000004292,Srilankan Gomed Stone 2.31 Carat,Srilankan Gomed Stone 2.31 Carat,https://www.preciouscarats.com/products/srilankan-gomed-stone-2-31-carat-hs000004292?variant=62278756041074&utm_source=openai&utm_medium=product_feed,Precious Carats,Precious Carats,https://cdn.shopify.com/s/files/1/0969/5848/0754/files/ITLGR_104321_FRONT.png?v=1788391739,in_stock,2300.00 INR,true,new,true,10,https://www.preciouscarats.com/pages/returns-and-exchange-policies,IN,IN,Apparel & Accessories > Jewelry,true
